day,operate,price,investment,total_balance
148,sell,41.8725879632566,0.2605444810914972,10085.144896400718
150,sell,41.67906785909691,-2.4699189662546743,10126.823964259815
151,sell,40.755697491095816,-4.165636073589909,10167.579661750911
154,buy,40.53554975501538,0.0,10127.044111995896
156,buy,39.5909231150938,0.0,10087.453188880801
157,buy,39.60077825417898,0.0,10047.852410626623
158,buy,39.724094215081095,0.0,10008.128316411541
159,buy,39.56443992777281,0.0,9968.563876483768
160,buy,40.04814955955454,0.0,9928.515726924214
161,buy,40.076426834629274,0.0,9888.439300089583
162,buy,39.95348854285294,0.0,9848.48581154673
163,buy,39.78018143753252,0.0,9808.705630109198
164,buy,40.01528892586066,0.0,9768.690341183337
165,buy,39.703322351710995,0.0,9728.987018831627
166,buy,39.36719619219639,0.0,9689.61982263943
167,buy,38.822772725151935,0.0,9650.797049914278
168,buy,39.704167088384565,0.0,9611.092882825893
169,buy,39.78293824265347,0.0,9571.30994458324
171,buy,40.584126755653415,0.0,9530.725817827586
172,sell,41.350598482313224,2.010701056785342,9572.0764163099
173,buy,41.14927275113678,0.0,9530.927143558762
174,sell,41.629090409498986,5.148067117505894,9572.55623396826
175,sell,41.391069794946816,4.520849386536776,9613.947303763207
176,sell,40.85420822175183,2.8449081823033593,9654.801511984959
177,buy,40.50381872351136,0.0,9614.297693261447
178,buy,39.448811415317095,0.0,9574.84888184613
179,sell,39.915774980706836,0.8880071437265595,9614.764656826837
180,buy,38.95391884466335,0.0,9575.810737982174
183,buy,38.94019508545807,0.0,9536.870542896715
184,buy,37.757856842835736,0.0,9499.112686053879
185,buy,36.99206794472025,0.0,9462.120618109158
189,sell,37.93626614348978,-5.273360790176413,9500.056884252648
190,buy,38.17585208944479,0.0,9461.881032163203
191,buy,38.18931956941697,0.0,9423.691712593785
192,buy,38.3896862023671,0.0,9385.302026391419
193,sell,39.44371084062732,-1.5787734685349688,9424.745737232046
194,sell,39.931440039072186,-0.055185428318990204,9464.677177271118
195,buy,40.17832246692251,0.0,9424.498854804195
196,buy,39.80308597731414,0.0,9384.695768826881
197,buy,39.50026241483557,0.0,9345.195506412045
198,buy,38.55367821456275,0.0,9306.641828197482
199,buy,37.74938941918277,0.0,9268.892438778299
200,buy,37.66232554968042,0.0,9231.23011322862
201,buy,37.28039437593315,0.0,9193.949718852686
202,buy,37.978905557803955,0.0,9155.970813294882
203,buy,37.18827009936126,0.0,9118.78254319552
206,buy,38.09427052704632,0.0,9080.688272668474
207,sell,39.111088484359016,-1.6819756195033737,9119.799361152833
208,sell,40.16960339866728,0.3856387819478905,9159.968964551499
209,sell,39.94304391205037,0.603782117314536,9199.912008463549
210,sell,39.70568341378749,0.8598204960763722,9239.617691877336
211,buy,39.802909666210326,0.0,9199.814782211126
212,sell,39.19661320321029,0.9629412116053131,9239.011395414336
214,buy,39.55406471830338,0.0,9199.457330696034
215,sell,40.844231226215015,2.8713966856239006,9240.30156192225
216,sell,41.516093881933784,4.35652999964216,9281.817655804183
217,buy,41.10301033239807,0.0,9240.714645471786
218,sell,41.50536225526798,2.2699404256277083,9282.220007727054
219,sell,41.29608743539575,0.35678561112581153,9323.51609516245
220,sell,41.053114256842946,1.356157396124076,9364.569209419293
221,sell,41.337622397063114,4.788004794011704,9405.906831816355
222,sell,41.63152583078954,6.87378077878042,9447.538357647145
223,sell,41.756279324125444,7.2318185167978735,9489.29463697127
224,sell,42.261845145601,11.928612160146642,9531.55648211687
225,sell,42.754450872716006,15.577347383246803,9574.310932989585
226,sell,43.48710754227068,13.912604859170635,9617.798040531856
227,sell,43.46968652106489,13.826816008202911,9661.26772705292
228,sell,43.490145846270025,13.286015460028505,9704.75787289919
229,sell,43.16445401519013,7.432195683943762,9747.92232691438
230,sell,43.17799112910962,8.47900374789788,9791.100318043491
231,sell,44.002367342300204,11.39765827422384,9835.102685385791
232,sell,44.764867082762066,16.110496211625232,9879.867552468553
233,sell,44.64776873153369,18.274148055082,9924.515321200088
234,sell,45.08475550028379,19.707837586429537,9969.600076700372
235,sell,46.12617804199931,23.727709468054,10015.72625474237
236,sell,48.60438782328856,27.977326122030043,10064.33064256566
237,sell,48.48681057660997,30.382000687476907,10112.81745314227
238,sell,47.74907359702047,25.34450177519319,10160.56652673929
239,sell,48.26647370062847,21.26368173933543,10208.83300043992
240,sell,47.56759256366764,20.259682291655988,10256.400593003587
241,sell,47.87687572936193,16.480217244878006,10304.27746873295
